time,q_[0],q_[1],q_[2],q_[3],q_[4],q_[5],q_[6],q_[7],desired_q_[0],desired_q_[1],desired_q_[2],desired_q_[3],desired_q_[4],desired_q_[5],desired_q_[6],desired_q_[7],desired_torque_[0],desired_torque_[1],desired_torque_[2],desired_torque_[3],desired_torque_[4],desired_torque_[5],desired_torque_[6],desired_torque_[7]
0.6400,-0.0252,0.3896,-1.8896,-0.0369,0.0501,0.1030,-0.4516,0.7973,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,-0.9328,-2.5000,2.5000,-0.0100
0.6467,-0.0242,0.4063,-1.5951,-0.3506,0.0439,0.2033,-0.5203,1.1666,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,-0.9328,-2.5000,2.5000,-0.0100
0.6533,-0.0237,0.2896,-0.9677,-0.2831,0.0204,0.2522,-0.5837,1.0111,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0100
0.6600,-0.0234,0.1344,-0.4732,0.5112,0.0029,0.2542,-0.6392,0.6906,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0051
0.6667,-0.0226,0.0546,-0.3259,1.7576,0.0121,0.2267,-0.6864,0.8585,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,-0.0100,2.5000,-2.5000,2.5000,-0.0100
0.6733,-0.0224,0.0293,-0.5300,2.7361,0.0255,0.1664,-0.7257,0.9372,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-0.2473,2.5000,-0.0100,2.5000,2.5000,2.5000,0.0044
0.6800,-0.0224,0.0337,-0.8629,3.2441,0.0322,0.1286,-0.7641,0.7006,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,0.0092
0.6867,-0.0221,0.0476,-1.0403,3.0028,0.0351,0.1276,-0.7998,0.7775,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,-0.0100
0.6933,-0.0216,0.0743,-1.1112,2.0594,0.0357,0.1599,-0.8309,0.8422,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.0505,2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0087
0.7000,-0.0212,0.1095,-1.0564,0.7270,0.0349,0.2073,-0.8544,0.6150,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.0505,2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0055
0.7067,-0.0210,0.1699,-1.0154,-0.0666,0.0335,0.2274,-0.8674,0.7893,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.1394,-2.5000,-0.8991,0.0100,1.4688,-2.5000,2.5000,-0.0100
0.7133,-0.0181,0.2335,-0.9967,-0.2624,0.0319,0.2124,-0.8736,1.0002,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.1264,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0061
0.7200,-0.0110,0.2584,-0.9995,0.1693,0.0302,0.1622,-0.8771,0.7252,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.1264,-2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0100
0.7267,-0.0117,0.2531,-0.9907,0.6573,0.0285,0.1318,-0.8845,0.5101,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-0.1218,-0.0088,2.5000,2.5000,2.5000,0.0053
0.7333,-0.0148,0.2208,-0.9826,0.6090,0.0272,0.1227,-0.8935,0.7677,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-0.1218,0.0100,2.5000,2.5000,2.5000,-0.0100
0.7400,-0.0171,0.1696,-0.9892,0.5862,0.0262,0.1399,-0.9028,0.9015,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.0318,2.5000,-1.8992,-0.0083,-2.5000,-2.5000,2.5000,0.0031
0.7467,-0.0185,0.1574,-1.1023,0.9639,0.0202,0.1767,-0.9093,0.6520,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,0.0503,2.5000,-0.0100,2.5000,-1.8675,2.5000,0.0100
0.7533,-0.0185,0.2031,-1.2920,1.6065,0.0054,0.1937,-0.9100,0.7084,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,0.0503,2.5000,-0.0100,2.5000,-1.8675,2.5000,-0.0100
0.7600,-0.0183,0.2401,-1.3155,1.8915,0.0111,0.1825,-0.9079,0.8175,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.8950,-2.5000,2.5000,-0.0100,-1.9509,-1.2178,2.5000,0.0064
0.7667,-0.0182,0.2378,-1.1127,1.6145,0.0164,0.1713,-0.9081,0.6643,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0080,2.5000,-2.1272,2.5000,0.0028
0.7733,-0.0183,0.1750,-0.8073,1.0625,0.0100,0.1650,-0.9099,0.7919,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0044,2.5000,-2.1272,2.5000,-0.0100
0.7800,-0.0187,0.1381,-0.6646,1.0024,0.0127,0.1620,-0.9111,0.7378,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-0.9779,-0.0100,2.5000,2.5000,2.5000,0.0100
0.7867,-0.0192,0.1235,-0.6301,1.0034,0.0156,0.1708,-0.9130,0.4862,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-0.9779,0.0033,2.5000,2.5000,2.5000,0.0090
0.7933,-0.0198,0.1218,-0.6994,0.8858,0.0178,0.2081,-0.9172,0.7521,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0049,2.5000,-2.5000,2.5000,-0.0100
0.8000,-0.0204,0.1251,-0.8183,0.8724,0.0196,0.2571,-0.9196,1.2202,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0043,0.7025,-2.5000,2.5000,-0.0100
0.8067,-0.0209,0.1325,-0.8901,0.7212,0.0204,0.2774,-0.9164,1.1582,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0044,0.7025,-2.5000,2.5000,0.0041
0.8133,-0.0214,0.1538,-0.9305,0.7745,0.0202,0.2688,-0.9106,0.9178,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0089,0.2414,-2.5000,0.5285,0.0010
0.8200,-0.0153,0.1812,-0.9503,0.8402,0.0197,0.2302,-0.9082,0.8941,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0054,0.2414,-2.5000,0.5285,-0.0059
0.8267,0.0131,0.1911,-0.9553,0.7946,0.0193,0.1628,-0.9170,0.7796,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.1104,2.5000,-0.0068,-2.5000,2.5000,0.7301,0.0100
0.8333,0.0259,0.1855,-0.9516,0.8310,-0.0026,0.1223,-0.9382,0.6248,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.2344,2.5000,0.0048,2.5000,2.5000,2.5000,-0.0007
0.8400,0.0044,0.1820,-0.9459,0.7097,-0.0439,0.1146,-0.9572,0.8033,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.2344,2.5000,0.0015,2.5000,2.5000,2.5000,-0.0098
0.8467,-0.0180,0.1799,-0.9405,0.7703,-0.0559,0.1319,-0.9662,0.6765,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-0.0143,2.5000,-0.0060,2.5000,2.1895,2.5000,0.0100
0.8533,-0.0177,0.1811,-0.9351,0.7751,-0.0296,0.1783,-0.9688,0.3416,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.9029,2.5000,0.0072,-2.5000,-2.5000,0.2978,0.0100
0.8600,0.0053,0.1859,-0.9300,0.6367,0.0200,0.2355,-0.9703,0.5654,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.9029,2.5000,0.0067,-2.5000,-2.5000,0.2978,-0.0100
0.8667,-0.0043,0.1873,-0.9223,0.6068,0.0276,0.2540,-0.9769,0.8605,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0050,-2.5000,-2.5000,2.5000,-0.0054
0.8733,-0.0295,0.1863,-0.9150,0.6368,0.0017,0.2322,-0.9796,0.6861,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0023,-2.5000,-2.5000,2.5000,0.0100
0.8800,-0.0333,0.1834,-0.9111,0.7097,-0.0305,0.1747,-0.9711,0.6249,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.5942,-1.8162,2.5000,0.0009,2.5000,2.5000,2.5000,-0.0071
0.8867,-0.0112,0.1808,-0.9087,0.7128,-0.0407,0.1318,-0.9631,0.8007,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0000,2.5000,2.5000,-2.0182,-0.0009
0.8933,0.0112,0.1792,-0.9070,0.7500,-0.0254,0.1479,-1.0744,0.7661,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0020,2.5000,2.5000,-2.0182,-0.0026
0.9000,0.0127,0.1784,-0.9046,0.7435,0.0013,0.2552,-1.4734,1.1100,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0026,-2.5000,-2.5000,2.5000,-0.0100
0.9067,-0.0055,0.1849,-0.8995,0.7023,0.0086,0.3882,-1.8966,2.4445,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0028,-2.5000,-2.5000,2.5000,-0.0100
0.9133,-0.0336,0.2085,-0.9004,0.7484,-0.0193,0.4445,-2.0495,3.1068,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,2.5000,2.5000,-0.0059,-2.5000,-2.5000,2.5000,-0.0100
0.9200,-0.0382,0.2528,-0.9045,0.7999,-0.0412,0.4359,-1.9401,2.9710,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.3258,-2.5000,2.5000,0.0038,2.5000,-2.5000,2.5000,-0.0100
0.9267,-0.0194,0.2937,-0.9070,0.7119,-0.0448,0.3449,-1.5513,2.0332,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.3258,-2.5000,2.5000,0.0005,2.5000,-2.5000,2.5000,0.0100
0.9333,-0.0085,0.2851,-0.9046,0.7716,-0.0258,0.1310,-0.8402,0.8377,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,-0.0050,2.5000,-2.5000,2.5000,0.0100
0.9400,-0.0152,0.2768,-0.9993,0.8458,0.0132,-0.0172,-0.3707,0.4094,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,-0.0056,2.5000,-2.5000,2.5000,0.0100
0.9467,-0.0203,0.2966,-1.3311,0.8993,0.0502,-0.0722,-0.1919,0.7583,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.2351,2.5000,-0.0100,2.5000,-2.5000,2.5000,-0.0100
0.9533,-0.0230,0.3336,-1.6263,1.3169,0.0663,-0.0775,-0.1703,1.4667,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,1.6109,2.5000,-0.0100,2.5000,2.5000,2.5000,-0.0100
0.9600,-0.0251,0.3701,-1.7643,1.4994,0.0705,-0.0467,-0.2278,1.6736,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,1.6109,2.5000,-0.0100,2.5000,2.5000,2.5000,-0.0100
0.9667,-0.0258,0.4397,-1.7975,1.4971,0.0687,0.0239,-0.3200,1.3024,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0100
0.9733,-0.0256,0.5158,-1.7131,1.0928,0.0640,0.1038,-0.4183,0.6742,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,0.0100,2.5000,-2.5000,2.5000,0.0100
0.9800,-0.0253,0.5252,-1.5237,0.3810,0.0579,0.1495,-0.5070,0.6051,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,-2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0060
0.9867,-0.0252,0.5170,-1.5385,0.4340,0.0521,0.1730,-0.5844,0.6880,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.1950,-2.5000,2.5000,-0.0100,-0.3224,-2.5000,2.5000,0.0064
0.9933,-0.0246,0.4755,-1.6225,0.8310,0.0432,0.1832,-0.6506,0.6187,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.1950,-2.5000,2.5000,-0.0065,-0.3224,-2.5000,2.5000,0.0002
1.0000,-0.0229,0.3472,-1.4117,0.5701,0.0234,0.1856,-0.7064,0.7239,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.5542,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0046
1.0067,-0.0214,0.1319,-0.8959,0.0456,0.0068,0.1841,-0.7523,0.7369,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.5542,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0064
1.0133,-0.0206,-0.0042,-0.5681,0.2014,0.0158,0.1822,-0.7879,0.7807,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0084,2.5000,-2.5000,2.5000,-0.0100
1.0200,-0.0208,-0.0533,-0.4421,0.6982,0.0229,0.1803,-0.8154,0.8750,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0047
1.0267,-0.0213,-0.0480,-0.4257,0.7386,0.0263,0.1782,-0.8369,0.7983,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-1.0128,2.5000,-0.0041
1.0333,-0.0219,-0.0126,-0.4625,0.5505,0.0275,0.1765,-0.8538,0.8508,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.6046,-2.5000,2.5000,0.0034,2.5000,2.5000,2.5000,-0.0008
1.0400,-0.0178,0.0214,-0.5190,0.8014,0.0278,0.1840,-0.8687,0.7372,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.6046,-2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,0.0082
1.0467,-0.0005,0.0511,-0.5800,0.9054,0.0278,0.2173,-0.8831,0.8009,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.4634,-2.5000,2.5000,0.0038,2.5000,-2.5000,2.5000,-0.0100
1.0533,0.0198,0.0756,-0.6383,0.6557,0.0273,0.2597,-0.8936,1.0370,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.4634,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0093
1.0600,0.0186,0.0948,-0.6914,0.7670,0.0262,0.2689,-0.8969,0.7588,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.9727,-2.5000,2.5000,-0.0100,2.5000,-1.3789,2.5000,0.0100
1.0667,0.0060,0.1098,-0.7371,1.0621,0.0251,0.2489,-0.8966,0.3346,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.9727,-2.5000,2.5000,-0.0100,2.5000,-1.3789,2.5000,0.0100
1.0733,0.0032,0.1215,-0.7750,0.7845,0.0247,0.2095,-0.8955,0.4896,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-1.8644,-2.5000,2.5000,0.0100,0.1101,2.5000,2.5000,-0.0100
1.0800,-0.0015,0.1310,-0.8054,0.3111,0.0198,0.1693,-0.8963,0.8372,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.3494,-2.5000,2.5000,0.0100,2.5000,2.5000,2.5000,-0.0072
1.0867,-0.0186,0.1391,-0.8287,0.4020,0.0086,0.1620,-0.9014,0.6450,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,1.3494,-2.5000,2.5000,-0.0079,2.5000,2.5000,2.5000,0.0100
1.0933,-0.0175,0.1453,-0.8472,0.5934,0.0145,0.1804,-0.9082,0.4767,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0062,-0.9981,2.5000,2.5000,0.0038
1.1000,-0.0115,0.1502,-0.8612,0.6051,0.0166,0.2241,-0.9149,0.7541,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0042,0.8631,-2.5000,2.5000,-0.0100
1.1067,-0.0103,0.1538,-0.8721,0.7985,0.0108,0.2775,-0.9186,1.0261,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0066,0.8631,-2.5000,2.5000,-0.0100
1.1133,-0.0121,0.1558,-0.8815,0.6983,0.0093,0.2983,-0.9161,0.7586,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-1.2749,-2.5000,2.5000,0.0100,0.1665,-2.5000,2.5000,0.0100
1.1200,-0.0136,0.1568,-0.8895,0.5356,0.0123,0.2851,-0.9106,0.3230,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-1.8484,-1.7814,2.5000,0.0022,-0.4015,2.5000,2.5000,0.0100
1.1267,-0.0149,0.1579,-0.8956,0.7848,0.0123,0.2606,-0.9070,0.4632,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-1.8484,-1.7814,2.5000,-0.0100,-0.4015,2.5000,2.5000,-0.0100
1.1333,-0.0162,0.1600,-0.8992,0.8397,0.0068,0.2660,-0.9088,0.6294,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.3327,2.5000,0.0086,1.7014,-2.5000,2.5000,0.0100
1.1400,-0.0173,0.1621,-0.9019,0.6170,0.0017,0.2831,-0.9109,0.5314,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-1.3327,2.5000,0.0057,1.7014,-2.5000,2.5000,-0.0005
1.1467,-0.0180,0.1637,-0.9049,0.7800,0.0119,0.2678,-0.9085,0.7150,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.0639,0.1031,2.5000,-0.0100,-2.5000,2.5000,2.5000,-0.0083
1.1533,-0.0185,0.1683,-0.9074,1.0123,0.0187,0.2390,-0.9061,0.7527,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-0.0639,0.1031,2.5000,-0.0076,-2.5000,2.5000,2.5000,0.0096
1.1600,-0.0188,0.1824,-0.9088,0.7517,0.0009,0.2425,-0.9083,0.7884,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,0.7674,-2.5000,2.5000,0.0100,2.5000,1.0789,2.5000,-0.0100
1.1667,-0.0131,0.1924,-0.9085,0.3419,-0.0266,0.2683,-0.9121,1.0495,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,-0.0100
1.1733,0.0003,0.1780,-0.9069,0.4990,-0.0298,0.2832,-0.9133,0.7647,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,-2.5000,2.5000,0.0100
1.1800,-0.0026,0.1681,-0.9079,0.6932,-0.0181,0.2662,-0.9103,0.4583,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,2.5000,2.5000,0.0061,-2.5000,2.5000,1.2344,0.0100
1.1867,-0.0131,0.1745,-0.9109,0.6103,-0.0035,0.2415,-0.9114,0.7469,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0015,-2.5000,2.5000,-1.6871,-0.0100
1.1933,-0.0136,0.2056,-0.9136,0.7962,-0.0086,0.2657,-0.9869,1.3894,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0100,-2.5000,2.5000,-1.6871,-0.0100
1.2000,0.0034,0.2155,-0.9111,0.7885,-0.0183,0.3618,-1.3092,1.6926,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0100,-2.5000,-2.5000,2.5000,-0.0100
1.2067,0.0294,0.2127,-0.9083,0.5375,-0.0231,0.4750,-1.6960,1.8770,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,0.0080,-2.5000,-2.5000,2.5000,-0.0100
1.2133,0.0344,0.2291,-0.9100,0.7819,-0.0259,0.5413,-1.8855,2.0932,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,2.5000,-0.0100,-2.5000,-2.5000,2.5000,-0.0100
1.2200,0.0167,0.2680,-0.9140,0.9905,-0.0273,0.5841,-1.9654,2.2870,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,2.5000,2.5000,-0.0038,-2.5000,-2.5000,2.5000,-0.0100
1.2267,-0.0106,0.3284,-0.9186,0.6980,-0.0249,0.6116,-1.9883,2.4400,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,2.5000,2.5000,0.0100,-2.5000,-2.5000,2.5000,-0.0100
1.2333,-0.0154,0.4089,-0.9226,0.5277,-0.0111,0.6242,-1.9829,2.5557,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,0.0024,-2.5000,2.3240,2.5000,-0.0100
1.2400,0.0016,0.4979,-0.9241,0.8285,0.0109,0.6381,-1.9570,2.5786,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0100,-2.5000,2.3240,2.5000,-0.0100
1.2467,0.0272,0.5585,-0.9197,0.9743,0.0186,0.6890,-1.8790,2.0672,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,2.5000,-2.5000,2.5000,-0.0010,2.5000,-2.5000,2.5000,0.0040
1.2533,0.0401,0.5843,-0.9126,0.7084,-0.0006,0.7140,-1.5805,0.9990,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,0.8632,0.0100,2.5000,-2.5000,-1.8112,0.0100
1.2600,0.0411,0.5646,-0.9094,0.6154,0.0020,0.6418,-1.1131,0.1765,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,0.8632,-0.0053,2.5000,-2.5000,-1.8112,0.0100
1.2667,0.0189,0.5019,-0.9150,0.7146,0.0204,0.5454,-0.8212,0.1049,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,0.0028,2.5000,-2.5000,-2.5000,0.0056
1.2733,-0.0310,0.4392,-1.0381,0.7402,0.0310,0.4617,-0.7606,0.7391,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.1096,2.5000,2.5000,-0.0100,-2.5000,-1.6165,2.5000,-0.0100
1.2800,-0.0626,0.4256,-1.3066,0.7626,0.0327,0.3940,-0.8659,1.5452,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.1096,2.5000,2.5000,0.0100,-2.5000,-1.6165,2.5000,-0.0100
1.2867,-0.0749,0.3891,-1.3233,0.5413,0.0153,0.2969,-0.9212,1.7631,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,0.0095,2.5000,2.5000,2.5000,-0.0100
1.2933,-0.0764,0.3671,-1.2327,0.7881,-0.0099,0.1913,-0.9462,1.3815,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,2.5000,-2.5000,-0.0100,2.5000,2.5000,2.5000,0.0100
1.3000,-0.0719,0.4573,-1.4727,1.2894,0.0027,0.1336,-0.9591,0.8988,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,-0.0100,2.5000,2.5000,2.5000,0.0100
1.3067,-0.0654,0.5858,-1.8110,1.2793,0.0339,0.1223,-0.9645,0.7368,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0033,2.5000,2.5000,2.5000,0.0044
1.3133,-0.0586,0.6410,-1.8634,0.8360,0.0484,0.1355,-0.9654,0.7776,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,2.5000,2.5000,-0.0086
1.3200,-0.0520,0.6244,-1.6397,0.5001,0.0528,0.1714,-0.9640,0.8582,0.0000,0.6390,-1.4000,0.7540,0.0000,0.6390,-1.4000,0.7540,-2.5000,-2.5000,2.5000,0.0100,2.5000,-2.5000,2.5000,0.0017
